timestamp,frame,object,confidence,cx,cy,speed_kmh,zone_alert
09:56:33,444,person,0.766,330,302,4.4,
09:56:33,445,person,0.762,328,304,4.2,
09:56:33,446,person,0.757,329,304,3.5,
09:56:33,447,person,0.763,326,305,3.6,
09:56:33,448,person,0.751,333,307,2.6,
09:56:33,449,person,0.697,332,308,2.0,
09:56:33,450,person,0.698,332,305,1.3,
09:56:33,451,person,0.68,334,309,2.4,
09:56:33,452,person,0.686,335,308,3.2,
09:56:33,453,person,0.704,329,307,1.3,
09:56:33,454,person,0.703,332,306,0.7,
09:56:34,455,person,0.69,329,308,1.4,
09:56:34,456,person,0.69,329,308,1.6,
09:56:34,457,person,0.717,333,307,0.7,
09:56:34,458,person,0.696,338,305,3.1,
09:56:34,459,person,0.718,337,310,2.2,
09:56:34,460,person,0.697,335,307,2.2,
09:56:34,461,person,0.698,339,308,3.5,
09:56:34,462,person,0.705,335,308,0.7,
09:56:34,463,person,0.691,336,310,1.8,
09:56:34,464,person,0.714,341,309,1.4,
09:56:34,465,person,0.687,339,311,1.9,
09:56:34,466,person,0.701,339,308,0.0,
09:56:34,467,person,0.709,340,308,1.8,
09:56:34,468,person,0.703,338,310,0.7,
09:56:34,469,person,0.681,339,309,0.7,
09:56:34,470,person,0.681,339,309,0.7,
09:56:34,471,person,0.717,339,310,0.7,
09:56:34,472,person,0.706,335,310,1.9,
09:56:34,473,person,0.702,336,310,0.7,
09:56:34,474,person,0.698,337,308,0.8,
09:56:35,475,person,0.693,337,307,1.0,
09:56:35,476,person,0.7,337,308,1.0,
09:56:35,477,person,0.703,338,309,1.2,
09:56:35,478,person,0.702,336,309,0.4,
09:56:35,479,person,0.722,341,308,1.3,
09:56:35,480,person,0.695,339,308,0.7,
09:56:35,481,person,0.699,335,308,0.7,
09:56:35,482,person,0.722,339,310,0.5,
09:56:35,483,person,0.734,339,309,1.0,
09:56:35,484,person,0.696,340,312,1.5,
09:56:35,485,person,0.715,336,310,1.3,
09:56:35,486,person,0.706,341,309,2.2,
09:56:35,487,person,0.708,339,310,0.0,
09:56:35,488,person,0.703,338,309,0.4,
09:56:35,489,person,0.714,339,311,0.5,
09:56:35,490,person,0.701,340,310,1.4,
09:56:35,491,person,0.694,338,312,1.5,
09:56:35,492,person,0.714,341,310,0.7,
09:56:35,493,person,0.693,339,308,0.5,
09:56:36,494,person,0.694,340,311,0.4,
09:56:36,495,person,0.693,344,311,1.5,
09:56:36,496,person,0.687,342,307,2.3,
09:56:36,497,person,0.68,340,309,0.5,
09:56:36,498,person,0.705,345,309,2.2,
09:56:36,499,person,0.696,342,308,1.2,
09:56:36,500,person,0.701,342,310,0.8,
09:56:36,501,person,0.717,338,311,1.9,
09:56:36,502,person,0.728,338,309,0.6,
09:56:36,503,person,0.697,342,307,1.1,
09:56:36,504,person,0.72,342,307,0.3,
09:56:36,505,person,0.721,338,310,1.3,
09:56:36,506,person,0.717,336,309,0.9,
09:56:36,507,person,0.717,336,309,0.6,
09:56:36,508,person,0.724,342,310,1.0,
09:56:36,509,person,0.703,343,308,0.5,
09:56:36,510,person,0.711,342,309,1.4,
09:56:36,511,person,0.702,340,304,2.2,
09:56:37,512,person,0.712,341,308,1.7,
09:56:37,513,person,0.714,343,309,0.5,
09:56:37,514,person,0.721,344,308,0.3,
09:56:37,515,person,0.727,343,308,0.4,
09:56:37,516,person,0.712,344,307,1.4,
09:56:37,517,person,0.747,339,310,0.8,
09:56:37,518,person,0.72,344,309,0.3,
09:56:37,519,person,0.723,342,309,0.6,
09:56:37,520,person,0.734,345,306,0.8,
09:56:37,521,person,0.723,350,305,1.8,
09:56:37,522,person,0.733,347,308,2.4,
09:56:37,523,person,0.744,346,308,0.7,
09:56:37,524,person,0.73,348,307,1.9,
09:56:37,525,person,0.738,348,307,1.0,
09:56:37,526,person,0.745,349,307,0.7,
09:56:37,527,person,0.725,349,306,0.9,
09:56:37,528,person,0.725,353,306,2.3,YES
09:56:38,529,person,0.721,352,306,1.4,YES
09:56:38,530,person,0.71,354,305,2.1,YES
09:56:38,531,person,0.717,356,304,2.6,YES
09:56:38,532,person,0.706,360,302,4.0,YES
09:56:38,533,person,0.718,356,303,1.5,YES
09:56:38,534,person,0.713,357,304,1.9,YES
09:56:38,535,person,0.704,359,303,1.9,YES
09:56:38,536,person,0.713,361,302,1.9,YES
09:56:38,537,person,0.695,360,302,0.0,YES
09:56:38,538,person,0.728,360,302,1.3,YES
09:56:38,539,person,0.745,353,305,1.3,YES
09:56:38,540,person,0.745,353,305,1.9,YES
09:56:38,541,person,0.702,357,303,1.2,YES
09:56:38,542,person,0.693,353,303,2.2,YES
09:56:38,543,person,0.725,354,302,2.0,YES
09:56:38,544,person,0.721,358,305,1.8,YES
09:56:38,545,person,0.693,364,311,4.5,YES
09:56:38,546,person,0.705,353,303,1.4,YES
09:56:38,547,person,0.69,371,307,6.2,YES
09:56:39,548,person,0.713,358,310,3.0,YES
09:56:39,549,person,0.694,356,304,0.8,YES
09:56:39,550,person,0.686,358,303,3.2,YES
09:56:39,551,person,0.683,360,303,2.3,YES
09:56:39,552,person,0.705,357,303,4.4,YES
09:56:39,553,person,0.689,360,311,0.7,YES
09:56:39,554,person,0.693,357,303,0.4,YES
09:56:39,555,person,0.68,358,304,0.3,YES
09:56:39,556,person,0.7,356,304,1.3,YES
09:56:39,557,person,0.687,359,310,2.5,YES
09:56:39,558,person,0.688,357,305,2.2,YES
09:56:39,559,person,0.708,353,305,1.3,YES
09:56:39,560,person,0.715,356,303,0.6,YES
09:56:39,561,person,0.706,359,302,1.0,YES
09:56:39,562,person,0.692,358,302,2.3,YES
09:56:39,563,person,0.701,359,304,0.7,YES
09:56:39,564,person,0.722,355,305,0.6,YES
09:56:40,565,person,0.705,357,304,0.4,YES
09:56:40,566,person,0.69,362,310,2.5,YES
09:56:40,567,person,0.712,358,311,2.7,YES
09:56:40,568,person,0.706,358,311,2.0,YES
09:56:40,569,person,0.689,361,305,1.7,YES
09:56:40,570,person,0.701,356,302,0.6,YES
09:56:40,571,person,0.682,362,304,1.6,YES
09:56:40,572,person,0.707,353,305,2.0,YES
09:56:40,573,person,0.688,356,303,2.1,YES
09:56:40,574,person,0.712,354,304,1.9,YES
09:56:40,575,person,0.695,355,303,0.4,YES
09:56:40,576,person,0.698,357,304,1.4,YES
09:56:40,577,person,0.699,356,303,1.1,YES
09:56:40,578,person,0.684,366,306,3.1,YES
09:56:40,579,person,0.692,355,304,0.3,YES
09:56:41,580,person,0.687,354,309,1.7,YES
09:56:41,581,person,0.711,352,304,1.4,YES
09:56:41,582,person,0.704,357,305,0.6,YES
09:56:41,583,person,0.696,354,303,3.5,YES
09:56:41,584,person,0.709,351,306,1.3,
09:56:41,585,person,0.682,356,303,1.8,YES
09:56:41,586,person,0.698,360,310,2.8,YES
09:56:41,587,person,0.692,353,305,1.1,YES
09:56:41,588,person,0.696,351,306,1.2,
09:56:41,589,person,0.702,357,305,1.7,YES
09:56:41,590,person,0.704,354,305,0.8,YES
09:56:41,591,person,0.697,351,306,2.8,
09:56:41,592,person,0.715,352,306,0.4,YES
09:56:41,593,person,0.719,351,305,0.3,
09:56:41,594,person,0.698,353,305,1.2,YES
09:56:41,595,person,0.722,345,307,2.7,
09:56:42,596,person,0.751,347,307,1.2,
09:56:42,597,person,0.731,344,309,2.7,
09:56:42,598,person,0.739,342,308,2.9,
09:56:42,599,person,0.714,336,309,5.1,
09:56:42,600,person,0.678,332,304,3.9,
09:56:42,601,person,0.729,335,309,3.6,
09:56:42,602,person,0.725,337,307,2.2,
09:56:42,603,person,0.733,318,299,7.9,
09:56:42,604,person,0.735,317,300,6.9,
09:56:42,605,person,0.741,312,297,7.4,
09:56:42,606,person,0.721,316,298,7.4,
09:56:42,607,person,0.729,313,299,8.5,
09:56:42,608,person,0.748,321,302,1.3,
09:56:42,609,person,0.746,324,298,2.2,
09:56:42,610,person,0.737,327,302,4.7,
09:56:42,611,person,0.683,334,299,5.6,
09:56:42,612,person,0.744,328,302,4.9,
09:56:42,613,person,0.744,328,300,2.7,
09:56:43,614,person,0.714,320,297,1.6,
09:56:43,615,person,0.714,320,297,3.4,
09:56:43,616,person,0.739,325,300,3.7,
09:56:43,617,person,0.747,330,301,0.9,
09:56:43,618,person,0.75,323,298,2.0,
09:56:43,619,person,0.761,326,299,2.4,
09:56:43,620,person,0.771,335,303,5.8,
09:56:43,621,person,0.765,333,304,3.1,
09:56:43,622,person,0.743,333,304,1.5,
09:56:43,623,person,0.762,335,304,4.8,
09:56:43,624,person,0.758,334,303,3.2,
09:56:43,625,person,0.778,337,304,0.8,
09:56:43,626,person,0.753,337,303,1.5,
09:56:43,627,person,0.765,335,303,0.8,
09:56:43,628,person,0.655,336,300,1.5,
09:56:43,629,person,0.719,345,303,4.0,
09:56:43,630,person,0.633,347,289,6.5,
09:56:43,631,person,0.719,340,303,1.1,
09:56:43,632,person,0.638,349,297,5.4,
09:56:43,633,person,0.67,349,296,4.9,
09:56:44,634,teddy bear,0.691,347,294,3.3,
09:56:44,635,teddy bear,0.68,348,290,0.5,
09:56:44,636,person,0.638,341,284,6.9,
09:56:44,637,person,0.637,352,279,6.7,YES
09:56:44,638,person,0.559,352,277,7.0,YES
09:56:44,639,teddy bear,0.555,354,279,6.0,
09:56:44,640,teddy bear,0.554,349,276,5.1,
09:56:44,641,person,0.577,349,271,5.1,
09:56:44,642,cat,0.616,340,262,6.8,
09:56:44,643,cat,0.598,347,261,5.6,
09:56:44,644,cat,0.645,346,258,7.6,
09:56:44,645,cat,0.579,347,257,6.4,
09:56:44,646,cat,0.594,345,257,5.3,
09:56:44,647,person,0.649,337,252,3.9,
09:56:44,648,person,0.722,347,257,1.4,
09:56:44,649,person,0.749,349,260,1.3,
09:56:44,650,person,0.698,351,258,1.5,
09:56:44,651,person,0.702,345,258,0.4,
09:56:44,652,person,0.743,348,261,5.0,
09:56:44,653,person,0.741,348,261,1.5,
09:56:45,654,person,0.635,340,255,3.7,
09:56:45,655,person,0.608,340,255,4.1,
09:56:45,656,person,0.667,347,258,0.7,
09:56:45,657,cat,0.582,346,260,0.8,
09:56:45,658,person,0.611,340,256,3.4,
09:56:45,659,cat,0.606,348,258,3.1,
09:56:45,660,cat,0.628,338,250,1.9,
09:56:45,661,cat,0.636,340,249,4.2,
09:56:45,662,cat,0.586,335,252,4.9,
09:56:45,663,person,0.622,345,254,1.9,
09:56:45,664,cat,0.512,348,254,1.4,
09:56:45,665,cat,0.618,345,257,3.6,
09:56:45,666,cat,0.626,342,255,2.3,
09:56:45,667,person,0.644,340,255,2.1,
09:56:45,668,cat,0.586,349,258,2.0,
09:56:45,669,person,0.621,342,256,2.3,
09:56:45,670,person,0.726,343,261,1.6,
09:56:45,671,person,0.585,343,257,0.8,
09:56:45,672,cat,0.64,347,259,2.7,
09:56:46,673,person,0.694,340,258,3.0,
09:56:46,674,cat,0.652,347,259,2.0,
09:56:46,675,person,0.576,339,258,1.7,
09:56:46,676,cat,0.697,347,260,1.8,
09:56:46,677,cat,0.642,345,260,0.8,
09:56:46,678,person,0.693,343,260,1.3,
09:56:46,679,cat,0.656,349,261,1.0,
09:56:46,680,person,0.676,343,257,1.5,
09:56:46,681,person,0.64,342,258,1.9,
09:56:46,682,cat,0.673,347,261,0.8,
09:56:46,683,person,0.633,341,259,0.8,
09:56:46,684,person,0.624,341,260,2.9,
09:56:46,685,person,0.673,339,258,1.5,
09:56:46,686,cat,0.602,353,263,4.3,
09:56:46,687,cat,0.599,345,262,0.8,
09:56:46,688,cat,0.64,344,260,1.1,
09:56:46,689,cat,0.625,349,262,2.6,
09:56:46,690,cat,0.632,347,261,2.7,
09:56:46,691,cat,0.632,347,261,2.0,
09:56:46,692,cat,0.614,340,257,2.3,
09:56:47,693,person,0.677,342,258,0.9,
09:56:47,694,person,0.666,338,258,4.2,
09:56:47,695,person,0.65,340,258,2.8,
09:56:47,696,person,0.68,344,260,1.1,
09:56:47,697,cat,0.562,348,262,3.4,
09:56:47,698,cat,0.654,348,261,2.4,
09:56:47,699,person,0.706,339,258,0.4,
09:56:47,700,cat,0.627,349,265,4.1,
09:56:47,701,person,0.665,344,259,0.4,
09:56:47,702,person,0.612,339,257,3.7,
09:56:47,703,person,0.667,341,260,2.6,
09:56:47,704,person,0.701,348,264,4.0,
09:56:47,705,person,0.701,348,264,0.5,
09:56:47,706,person,0.665,340,259,1.5,
09:56:47,707,cat,0.592,351,264,4.9,
09:56:47,708,cat,0.617,349,264,3.2,
09:56:47,709,person,0.703,347,264,0.4,
09:56:47,710,person,0.658,337,260,3.7,
09:56:47,711,cat,0.562,350,263,3.1,
09:56:48,712,cat,0.622,354,262,1.0,
09:56:48,713,person,0.66,337,259,3.6,
09:56:48,714,person,0.562,369,258,6.0,YES
09:56:48,715,person,0.672,346,268,3.3,
09:56:48,716,person,0.686,349,272,2.5,
09:56:48,717,person,0.684,344,269,3.3,
09:56:48,718,person,0.548,357,270,6.2,YES
09:56:48,719,person,0.708,350,282,8.2,
09:56:48,720,teddy bear,0.568,357,286,5.8,
09:56:48,721,person,0.671,351,280,2.3,
09:56:48,722,person,0.677,344,290,5.9,
09:56:48,723,teddy bear,0.57,345,294,7.6,
09:56:48,724,person,0.724,344,298,5.1,
09:56:48,725,person,0.72,339,302,7.2,
09:56:48,726,person,0.728,342,300,6.9,
09:56:49,727,person,0.752,341,303,4.0,
09:56:49,728,person,0.748,341,302,2.7,
09:56:49,729,person,0.761,341,303,1.7,
09:56:49,730,person,0.743,342,302,0.9,
09:56:49,731,person,0.762,342,302,0.6,
09:56:49,732,person,0.73,344,299,1.4,
09:56:49,733,person,0.718,344,299,1.2,
09:56:49,734,person,0.731,343,300,1.0,
09:56:49,735,person,0.731,343,300,0.6,
09:56:49,736,person,0.716,344,299,1.1,
09:56:49,737,person,0.709,347,299,0.9,
09:56:49,738,person,0.649,345,300,0.5,
09:56:49,739,teddy bear,0.652,338,302,1.7,
09:56:49,740,person,0.738,341,302,0.8,
09:56:49,741,person,0.758,341,301,1.1,
09:56:49,742,person,0.718,343,300,1.2,
09:56:49,743,person,0.738,345,300,0.0,
09:56:50,744,person,0.77,343,302,1.4,
09:56:50,745,person,0.742,337,303,1.1,
09:56:50,746,person,0.753,340,299,0.6,
09:56:50,747,person,0.736,341,299,0.6,
09:56:50,748,person,0.726,341,299,1.2,
09:56:50,749,person,0.747,342,300,0.6,
09:56:50,750,person,0.764,340,302,0.9,
09:56:50,751,person,0.77,336,302,1.4,
09:56:50,752,person,0.716,337,298,1.1,
09:56:50,753,person,0.745,341,299,0.0,
09:56:50,754,person,0.735,342,299,0.3,
09:56:50,755,person,0.742,342,298,1.3,
09:56:50,756,person,0.729,341,302,1.5,
09:56:50,757,person,0.714,340,299,0.9,
09:56:50,758,person,0.726,341,302,0.9,
09:56:51,759,person,0.74,341,302,1.0,
09:56:51,760,person,0.718,342,299,0.3,
09:56:51,761,person,0.75,343,299,1.0,
09:56:51,762,person,0.727,340,302,0.9,
09:56:51,763,person,0.712,341,300,0.5,
09:56:51,764,person,0.691,344,299,1.2,
09:56:51,765,person,0.702,344,300,0.6,
09:56:51,766,person,0.702,344,300,0.4,
09:56:51,767,person,0.743,343,303,0.9,
09:56:51,768,person,0.707,342,299,0.4,
09:56:51,769,person,0.689,343,299,0.3,
09:56:51,770,person,0.753,340,303,1.4,
09:56:51,771,person,0.777,343,303,0.8,
09:56:51,772,person,0.762,341,304,0.6,
09:56:51,773,person,0.728,344,302,1.0,
09:56:51,774,person,0.747,338,299,1.4,
09:56:52,775,person,0.694,345,302,1.4,
09:56:52,776,person,0.74,342,302,0.4,
09:56:52,777,person,0.668,345,300,1.7,
09:56:52,778,person,0.727,347,301,1.0,
09:56:52,779,person,0.742,342,303,1.6,
09:56:52,780,person,0.68,343,300,0.8,
09:56:52,781,person,0.731,343,300,0.6,
09:56:52,782,person,0.703,342,299,0.9,
09:56:52,783,person,0.753,341,299,1.8,
09:56:52,784,person,0.736,343,299,1.2,
09:56:52,785,person,0.745,342,303,1.0,
09:56:52,786,person,0.759,344,302,0.7,
09:56:52,787,person,0.749,341,297,0.7,
09:56:52,788,person,0.693,342,299,0.3,
09:56:52,789,person,0.718,338,298,1.5,
09:56:52,790,person,0.623,341,289,3.8,
09:56:53,791,person,0.68,338,299,1.9,
09:56:53,792,person,0.712,333,295,2.3,
09:56:53,793,person,0.724,340,298,0.6,
09:56:53,794,person,0.74,342,300,1.2,
09:56:53,795,person,0.712,339,303,3.8,
09:56:53,796,person,0.712,339,303,1.1,
09:56:53,797,person,0.683,343,299,2.9,
09:56:53,798,person,0.742,340,297,0.3,
09:56:53,799,person,0.704,342,298,0.5,
09:56:53,800,person,0.722,343,300,1.4,
09:56:53,801,person,0.734,338,296,2.0,
09:56:53,802,person,0.712,347,302,1.4,
09:56:53,803,person,0.756,339,303,1.7,
09:56:53,804,person,0.732,339,301,1.3,
09:56:53,805,person,0.73,342,300,0.3,
09:56:53,806,person,0.751,341,303,2.2,
09:56:54,807,person,0.772,343,303,1.2,
09:56:54,808,person,0.749,343,302,1.2,
09:56:54,809,person,0.769,344,303,1.5,
09:56:54,810,person,0.742,347,304,1.7,
09:56:54,811,person,0.754,348,303,1.9,
09:56:54,812,person,0.74,348,303,1.3,
09:56:54,813,person,0.747,351,302,2.2,
09:56:54,814,person,0.737,349,302,1.4,
09:56:54,815,person,0.744,352,303,1.4,YES
09:56:54,816,person,0.719,354,306,1.8,YES
09:56:54,817,person,0.723,355,304,1.9,YES
09:56:54,818,person,0.702,355,303,1.2,YES
09:56:54,819,person,0.677,352,305,1.2,YES
09:56:54,820,person,0.674,373,307,6.4,YES
09:56:54,821,person,0.679,367,308,4.0,YES
09:56:55,822,person,0.668,372,307,5.4,YES
09:56:55,823,person,0.676,370,308,5.0,YES
09:56:55,824,person,0.68,372,308,6.7,YES
09:56:55,825,person,0.685,351,306,7.0,
09:56:55,826,person,0.693,360,312,2.7,YES
09:56:55,827,person,0.694,353,305,6.4,YES
09:56:55,828,person,0.671,363,310,2.3,YES
09:56:55,829,person,0.673,371,308,0.3,YES
09:56:55,830,person,0.692,354,310,1.6,YES
09:56:55,831,person,0.688,358,304,2.6,YES
09:56:55,832,person,0.724,354,304,0.4,YES
09:56:55,833,person,0.715,355,303,3.2,YES
09:56:55,834,person,0.691,358,304,3.9,YES
09:56:55,835,person,0.715,360,310,1.8,YES
09:56:55,836,person,0.693,364,310,2.4,YES
09:56:55,837,person,0.721,355,304,0.3,YES
09:56:55,838,person,0.721,355,304,0.3,YES
09:56:55,839,person,0.718,362,302,1.4,YES
09:56:56,840,person,0.73,361,302,2.6,YES
09:56:56,841,person,0.717,357,301,3.8,YES
09:56:56,842,person,0.689,366,299,4.0,YES
09:56:56,843,person,0.718,365,301,3.7,YES
09:56:56,844,person,0.711,364,300,1.0,YES
09:56:56,845,person,0.69,363,301,0.7,YES
09:56:56,846,person,0.696,381,307,7.5,YES
09:56:56,847,person,0.719,366,301,0.6,YES
09:56:56,848,person,0.687,377,300,3.3,YES
09:56:56,849,person,0.687,380,298,4.4,YES
09:56:56,850,person,0.697,374,298,3.2,YES
09:56:56,851,person,0.684,380,297,3.0,YES
09:56:56,852,person,0.69,366,301,0.0,YES
09:56:56,853,person,0.69,378,296,1.3,YES
09:56:56,854,person,0.698,374,299,2.0,YES
09:56:56,855,person,0.678,378,297,1.3,YES
09:56:56,856,person,0.698,368,299,3.7,YES
09:56:57,857,person,0.695,375,298,2.8,YES
09:56:57,858,person,0.695,372,299,1.9,YES
09:56:57,859,person,0.672,374,298,0.3,YES
09:56:57,860,person,0.691,374,298,1.2,YES
09:56:57,861,person,0.681,376,298,2.4,YES
09:56:57,862,person,0.689,371,299,1.3,YES
09:56:57,863,person,0.69,377,299,1.5,YES
09:56:57,864,person,0.695,381,305,3.0,YES
09:56:57,865,person,0.672,366,300,2.5,YES
09:56:57,866,person,0.668,380,298,1.2,YES
09:56:57,867,person,0.705,372,299,0.3,YES
09:56:57,868,person,0.703,366,301,3.3,YES
09:56:57,869,person,0.695,373,300,2.8,YES
09:56:57,870,person,0.64,368,295,1.7,YES
09:56:57,871,person,0.663,375,298,1.5,YES
09:56:57,872,person,0.675,368,300,1.2,YES
09:56:58,873,person,0.663,377,295,3.7,YES
09:56:58,874,person,0.692,369,300,1.2,YES
09:56:58,875,person,0.667,373,296,1.5,YES
09:56:58,876,person,0.658,373,296,0.9,YES
09:56:58,877,person,0.701,370,297,1.2,YES
09:56:58,878,person,0.691,372,298,2.0,YES
09:56:58,879,person,0.683,367,298,0.9,YES
09:56:58,880,person,0.695,364,301,3.3,YES
09:56:58,881,person,0.698,363,301,3.4,YES
09:56:58,882,person,0.68,372,297,0.6,YES
09:56:58,883,person,0.705,362,300,2.8,YES
09:56:58,884,person,0.701,365,300,0.8,YES
09:56:58,885,person,0.717,361,301,0.9,YES
09:56:58,886,person,0.709,371,299,2.5,YES
09:56:58,887,person,0.7,362,301,3.2,YES
09:56:58,888,person,0.698,376,298,4.2,YES
09:56:58,889,person,0.689,372,297,2.3,YES
09:56:59,890,person,0.695,362,302,0.4,YES
09:56:59,891,person,0.678,376,307,2.7,YES
09:56:59,892,person,0.708,376,298,4.3,YES
09:56:59,893,person,0.677,374,297,0.7,YES
09:56:59,894,person,0.694,376,297,1.2,YES
09:56:59,895,person,0.701,376,299,4.3,YES
09:56:59,896,person,0.699,371,300,2.6,YES
09:56:59,897,person,0.715,365,301,3.4,YES
09:56:59,898,person,0.719,365,303,3.2,YES
09:56:59,899,person,0.709,366,301,3.1,YES
09:56:59,900,person,0.701,363,301,3.7,YES
09:56:59,901,person,0.696,375,298,1.4,YES
09:56:59,902,person,0.696,375,298,3.1,YES
09:56:59,903,person,0.717,362,302,1.0,YES
